Symbol,Description,Assets under management,Assets under management - Currency,Asset class,Focus,Brand,Category,Country of registration,Niche,Region,Strategy,Leverage,Portfolio transparency,Selection criteria,Weighting scheme,Index provider,Currency hedged,Derivative holdings,Tax form,UCITS compliance,Fund flows 1 month,Fund flows 1 month - Currency,Net assets value,Net assets value - Currency
GINX,SGI Enhanced Global Income ETF,74596100,USD,Equity,Total market,Summit Global Investments,Size and style,United States,Broad-based,Global,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Holds,1099 (corporations),Non-compliant,1930300,USD,26.9,USD
KARS,KraneShares Electric Vehicles and Future Mobility Index ETF,74506551.1496659,USD,Equity,Theme,KraneShares,Sector,United States,Mobility,Global,Multi-factor,Non-leveraged,Transparent,Committee,Tiered,Bloomberg Finance LP,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-4488353.301695676,USD,22.45,USD
AMUB,"ETRACS Alerian MLP Index ETN Series B due July 18, 2042",74399130,USD,Equity,Energy,ETRACS,Sector,United States,MLPs,North America,Dividends,Non-leveraged,Transparent,Distributions,Market cap,VettaFi LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,18.9987,USD
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,73905300,USD,Equity,Small cap,WisdomTree,Size and style,United States,Broad-based,Asia-Pacific,Dividends,Non-leveraged,Transparent,Dividends,Dividends,"WisdomTree Asset Management, Inc.",Hedged,Holds,1099 (corporations),Non-compliant,-3433010,USD,35.084,USD
AIYY,Tidal Trust II YieldMax AI Option Income Strategy ETF,73900991.3823187,USD,Equity,Information technology,YieldMax,Sector,United States,Software,North America,Buy-write,Non-leveraged,Transparent,Single asset,Single asset,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,28171741.42157604,USD,10.48,USD
SMAY,FT Vest U.S. Small Cap Moderate Buffer ETF - May,73877550.95,USD,Equity,Small cap,FT Vest,Size and style,United States,Broad-based,North America,Buy-write,Non-leveraged,Transparent,Fixed,Fixed,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-1234150,USD,25.412,USD
INKM,SPDR SSgA Income Allocation ETF,73799947.44,USD,Asset allocation,Target outcome,SPDR,Asset allocation,United States,Income,Global,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-1960135.3599999999,USD,32.288582,USD
SRTY,ProShares UltraPro Short Russell2000,73796991.975,USD,Equity,Small cap,ProShares,Size and style,United States,Broad-based,North America,Vanilla,Inverse 3x,Transparent,Market cap,Market cap,FTSE Group,Unhedged,Holds,1099 (corporations),Non-compliant,-4843520,USD,16.6781,USD
VETZ,Tidal ETF Trust Academy Veteran Impact ETF,73701040,USD,Fixed income,Investment grade,Academy,"Government, mortgage-backed",United States,Broad maturities,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,19.8422,USD
GLRY,Northern Lights Fund Trust IV Inspire Momentum ETF,73664500,USD,Equity,Mid cap,Inspire,Size and style,United States,Broad-based,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,1576750,USD,32.47,USD
PAMC,Pacer Lunt MidCap Multi-Factor Alternator ETF,73657350,USD,Equity,Mid cap,Pacer,Size and style,United States,Broad-based,North America,Momentum,Non-leveraged,Transparent,Fixed,Momentum,"Lunt Capital Management, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,4947960,USD,48.8861,USD
MINV,Matthews International Funds Matthews Asia Innovators Active ETF,73628700,USD,Equity,Total market,Matthews,Size and style,United States,Broad-based,Asia-Pacific,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,28.675,USD
DEED,First Trust TCW Securitized Plus ETF,73605042.06,USD,Fixed income,Broad credit,First Trust,"Broad market, asset-backed",United States,Broad maturities,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,20.849,USD
TPLE,Timothy Plan US Large/Mid Cap Core Enhanced ETF,73590000,USD,Equity,Large cap,Timothy,Size and style,United States,Broad-based,North America,Multi-factor,Non-leveraged,Transparent,Fundamental,Volatility,NASDAQ,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,26.64,USD
FCTR,First Trust Lunt U.S. Factor Rotation ETF,73448368.324,USD,Equity,Large cap,First Trust,Size and style,United States,Broad-based,North America,Technical,Non-leveraged,Transparent,Technical,Equal,"Lunt Capital Management, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,38650,USD,34.027,USD
AFLG,First Trust Active Factor Large Cap ETF,73219921.434,USD,Equity,Large cap,First Trust,Size and style,United States,Broad-based,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,16074000,USD,35.555,USD
HTUS,Capitol Series Trust Hull Tactical US ETF,73199131.88,USD,Equity,Large cap,Hull,Size and style,United States,Broad-based,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-12637186.355405532,USD,46.48,USD
FEUS,FlexShares ESG & Climate US Large Cap Core Index Fund,73174497.5,USD,Equity,Theme,FlexShares,Sector,United States,Low carbon,North America,ESG,Non-leveraged,Transparent,Principles-based,Principles-based,The Northern Trust Co.,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,742.5,USD,67.8583,USD
EINC,VanEck Energy Income ETF,72876745.392,USD,Equity,Energy,VanEck,Sector,United States,Broad-based,North America,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,MarketVector Indexes GmbH,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,2353252.5,USD,94.8148,USD
URE,ProShares Ultra Real Estate,72810557.358,USD,Equity,Real estate,ProShares,Sector,United States,Broad-based,North America,Vanilla,Leveraged 2x,Transparent,Committee,Market cap,S&P Dow Jones Indices LLC,Unhedged,Holds,1099 (corporations),Non-compliant,678267,USD,68.7772,USD
BMLWF,BMO LOW VOLATILITY US EQUITY ETF LOW VOLATILITY US EQUITY ETF USD,72599029.2,USD,Equity,Large cap,BMO,Size and style,Canada,Broad-based,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-2031074.4499999997,USD,40.280854,USD
AOCT,Innovator Equity Defined Protection ETF - 2 Yr to October 2026,72406330,USD,Equity,Large cap,Innovator,Size and style,United States,Broad-based,North America,Options collar,Non-leveraged,Transparent,Fixed,Fixed,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,10567467.5,USD,24.9971,USD
BLCN,Siren Nasdaq NexGen Economy ETF,72365000,USD,Equity,Theme,Siren,Sector,United States,Blockchain,Global,Fundamental,Non-leveraged,Transparent,Committee,Proprietary,NASDAQ,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,29.0669,USD
EDGU,The Advisors Inner Circle Fund II 3EDGE Dynamic US Equity ETF,72344894.7201891,USD,Equity,Total market,3Edge,Size and style,United States,Broad-based,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,26120129.99431055,USD,25.91,USD
EMCB,WisdomTree Emerging Markets Corporate Bond Fund,72278800,USD,Fixed income,Broad credit,WisdomTree,"Corporate, broad-based",United States,Broad maturities,Emerging markets,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,3289350,USD,65.624,USD
TMFE,"The RBB Fund, Inc. Motley Fool Capital Efficiency 100 Index ETF",71846580,USD,Equity,Total market,Motley Fool,Size and style,United States,Broad-based,North America,Fundamental,Non-leveraged,Transparent,Fundamental,Fundamental,"The Motley Fool, LLC",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,,,27.5393,USD
DBEM,Xtrackers MSCI Emerging Markets Hedged Equity ETF,71720026.08,USD,Equity,Total market,Xtrackers,Size and style,United States,Broad-based,Emerging markets,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,"MSCI, Inc.",Hedged,Holds,1099 (corporations),Non-compliant,-6377650,USD,25.962,USD
CGHM,Capital Group Municipal High-Income ETF,71692132.4,USD,Fixed income,Broad credit,Capital Group,"Government, local authority/municipal",United States,Broad maturities,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,3834840.75,USD,25.513046,USD
XHYC,BondBloxx USD High Yield Bond Consumer Cyclicals Sector ETF,71665910,USD,Fixed income,High yield,BondBloxx,"Corporate, broad-based",United States,Broad maturities,North America,Vanilla,Non-leveraged,Transparent,Market value,Market value,ICE Data Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,37.6461,USD
BKF,iShares MSCI BIC ETF,71641620,USD,Equity,Total market,iShares,Size and style,United States,Broad-based,Emerging markets,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,"MSCI, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-3758470,USD,38.4682,USD
UJUN,Innovator U.S. Equity Ultra Buffer ETF - June,71557290,USD,Equity,Large cap,Innovator,Size and style,United States,Broad-based,North America,Buy-write,Non-leveraged,Transparent,Fixed,Fixed,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-20247050,USD,34.1368,USD
SDSI,American Century Short Duration Strategic Income ETF,71523480,USD,Fixed income,Broad credit,American Century,"Broad market, broad-based",United States,Short-term,Global,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,2548400,USD,51.0522,USD
SMCY,Tidal Trust II YieldMax SMCI Option Income Strategy ETF,71119400,USD,Equity,Information technology,YieldMax,Sector,United States,,North America,Buy-write,Non-leveraged,Transparent,Single asset,Single asset,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,47210395,USD,31.6403,USD
DAX,Global X DAX Germany ETF,70964317.8763315,USD,Equity,Large cap,Global X,Size and style,United States,Broad-based,Europe,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,Deutsche Börse AG,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-1596885.746994174,USD,34.81,USD
AAPR,SHL Telemedicine Ltd Innovator Equity Defined Protection ETF - 2 Yr to April 2026,70923612.5,USD,Equity,Large cap,Innovator,Size and style,United States,Broad-based,North America,Options collar,Non-leveraged,Transparent,Fixed,Fixed,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-11012.5,USD,26.5618,USD
MVPA,Advisor Managed Portfolios Miller Value Partners Appreciation ETF,70869582.8,USD,Equity,Total market,Miller,Size and style,United States,Value,Global,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,3643916,USD,36.7653,USD
BATT,Amplify Lithium & Battery Technology ETF,70775000,USD,Equity,Theme,Amplify,Sector,United States,Mobility,Global,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,VettaFi LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-4694000,USD,9.4,USD
DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,70700478.556,USD,Equity,Total market,First Trust,Size and style,United States,Broad-based,North America,Multi-factor,Non-leveraged,Transparent,Multi-factor,Dividends,NASDAQ,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,1986700,USD,38.92,USD
PSMR,Pacer Swan SOS Moderate (April) ETF,70575000,USD,Equity,Large cap,Pacer,Size and style,United States,Broad-based,North America,Buy-write,Non-leveraged,Transparent,Fixed,Fixed,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-1403250,USD,28.24,USD
AJUL,Innovator Equity Defined Protection ETF - 2 Yr to July 2026,70548660,USD,Equity,Large cap,Innovator,Size and style,United States,Broad-based,North America,Options collar,Non-leveraged,Transparent,Fixed,Fixed,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-679652.5,USD,27.156,USD
MDST,Ultimus Managers Trust Westwood Salient Enhanced Midstream Income ETF,70507223.9289118,USD,Equity,Energy,Westwood,Sector,United States,MLPs,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,10233805.66126877,USD,27.11,USD
CSD,Invesco S&P Spin-Off ETF,70497540,USD,Equity,Total market,Invesco,Size and style,United States,Broad-based,North America,Time since launch,Non-leveraged,Transparent,Time since listing,Market cap,S&P Dow Jones Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,885070,USD,86.313,USD
PGRO,Putnam Focused Large Cap Growth ETF,70317196.55,USD,Equity,Large cap,Putnam,Size and style,United States,Growth,North America,Active,Non-leveraged,Semi or non-transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-940264.375,USD,39.813608,USD
JGRW,Trust for Professional Managers Jensen Quality Growth ETF,70316346,USD,Equity,Total market,Jensen,Size and style,United States,Growth,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,10627087,USD,26.7338,USD
EFAD,ProShares Trust ProShares MSCI EAFE Dividend Growers ETF,70271440,USD,Equity,Total market,ProShares,Size and style,United States,Broad-based,Developed markets,Dividends,Non-leveraged,Transparent,Dividends,Equal,"MSCI, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-776880,USD,38.4635,USD
PSR,Invesco Active U.S. Real Estate Fund,70218600,USD,Equity,Real estate,Invesco,Sector,United States,Broad-based,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,948550,USD,94.882,USD
PHEQ,Morgan Stanley ETF Trust Parametric Hedged Equity ETF,70053500,USD,Equity,Large cap,Parametric,Size and style,United States,Broad-based,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Holds,1099 (corporations),Non-compliant,2977000,USD,29.88,USD
ISHG,iShares 1-3 Year International Treasury Bond ETF,70051600,USD,Fixed income,Investment grade,iShares,"Government, treasury",United States,Short-term,Developed markets,Vanilla,Non-leveraged,Transparent,Market value,Market value,FTSE Group,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,3502580,USD,70.0638,USD
FIBR,iShares U.S. Fixed Income Balanced Risk Systematic ETF,70040000,USD,Fixed income,Broad credit,iShares,"Broad market, broad-based",United States,Broad maturities,North America,Multi-factor,Non-leveraged,Transparent,Market value,Market value,Bloomberg Finance LP,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,87.4161,USD
NCLO,NuShares ETF Trust Nuveen AA-BBB CLO ETF,70024370.92,USD,Fixed income,Investment grade,Nuveen,"Corporate, bank loans",United States,Floating rate,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,45127727.01,USD,25.01910146,USD
GEMD,Goldman Sachs Access Emerging Markets USD Bond ETF,69972000,USD,Fixed income,Broad credit,Goldman Sachs,"Government, non-native currency",United States,Broad maturities,Emerging markets,Fundamental,Non-leveraged,Semi or non-transparent,Fundamental,Market value,FTSE Group,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,2054500,USD,41.01,USD
ACTV,LeaderShares Activist Leaders ETF,69969000,USD,Equity,Total market,LeaderShares,Size and style,United States,Broad-based,Global,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-3384500,USD,33.55,USD
SPC,CrossingBridge Pre-Merger SPAC ETF,69728000,USD,Equity,Total market,CrossingBridge Funds,Size and style,United States,Broad-based,Global,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,21.78,USD
QTOP,iShares Nasdaq Top 30 Stocks ETF,69506647.6,USD,Equity,Large cap,iShares,Size and style,United States,Broad-based,North America,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,NASDAQ,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,5220876.4,USD,27.04842,USD
UPAR,UPAR Ultra Risk Parity ETF,69262500,USD,Alternatives,Global macro,Evoke,Hedge fund strategies,United States,Risk parity,Global,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-2117085,USD,13.6778,USD
CVMC,Morgan Stanley ETF Trust Calvert US Mid-Cap Core Responsible Index ETF,69069000,USD,Equity,Mid cap,Calvert,Size and style,United States,Broad-based,North America,ESG,Non-leveraged,Transparent,Principles-based,Market cap,Calvert Research & Management,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,3185000,USD,62.41,USD
IQDY,FlexShares International Quality Dividend Dynamic Index Fund,68574989.8152,USD,Equity,Total market,FlexShares,Size and style,United States,Broad-based,Global Ex-U.S.,Multi-factor,Non-leveraged,Transparent,Multi-factor,Multi-factor,The Northern Trust Co.,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,29.6083,USD
JHMB,John Hancock Mortgage-Backed Securities ETF,68508720,USD,Fixed income,Broad credit,John Hancock,"Broad market, asset-backed",United States,Broad maturities,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,1079282.5,USD,21.6552,USD
BSTP,Innovator ETFs Trust Innovator Buffer Step-Up Strategy ETF,68485500,USD,Equity,Large cap,Innovator,Size and style,United States,Broad-based,North America,Buy-write,Non-leveraged,Transparent,Fixed,Fixed,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-32000,USD,33.83,USD
FKU,First Trust,68290780.342,USD,Equity,Total market,First Trust,Size and style,United States,Broad-based,Europe,Multi-factor,Non-leveraged,Transparent,Multi-factor,Tiered,NASDAQ,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-7952400,USD,39.316,USD
